2026-05-15 18:50:10.060 [info] [        105ms] [/home/dev/Documents/Dev/Tradingview] git rev-parse --show-toplevel --git-dir --git-common-dir --show-superproject-working-tree • completed
2026-05-15 18:50:10.854 [info] [         23ms] [/home/dev/Documents/Dev/Tradingview] git rev-parse --show-toplevel --git-dir --git-common-dir --show-superproject-working-tree • completed
2026-05-15 18:50:12.411 [info] [         93ms] [/home/dev/Documents/Dev/Tradingview] git remote -v • completed
2026-05-15 18:50:12.449 [info] [         30ms] [/home/dev/Documents/Dev/Tradingview] git config --get -f /home/dev/Documents/Dev/Tradingview/.git/gk/config gk.defaultRemote • completed
2026-05-15 18:50:18.427 [info] [         23ms] [/home/dev/Documents/Dev/Tradingview] git ls-files -- api_server.py • completed
2026-05-15 18:50:45.096 [info] [         25ms] [/home/dev/Documents/Dev/Tradingview] git rev-list --max-parents=0 HEAD -- • completed
2026-05-15 18:50:45.097 [info] [         25ms] [/home/dev/Documents/Dev/Tradingview] git shortlog -s --all --no-min-parents --since=1.year.ago • completed
2026-05-15 18:50:58.663 [info] [         24ms] [/home/dev/Documents/Dev/Tradingview] git ls-files -- .git/COMMIT_EDITMSG • completed
2026-05-15 18:50:58.675 [info] [         12ms] [/home/dev/Documents/Dev/Tradingview/.git] git ls-files -- COMMIT_EDITMSG • completed
2026-05-15 18:50:58.770 [error] [         21ms] [/home/dev/Documents/Dev/Tradingview/.git] git rev-parse --show-toplevel --git-dir --git-common-dir --show-superproject-working-tree • FAILED
Error: fatal: this operation must be run in a work tree
2026-05-15 18:50:58.786 [info] [         15ms] [/home/dev/Documents/Dev/Tradingview/.git] git rev-parse --is-bare-repository • completed
2026-05-15 18:50:58.809 [info] [         21ms] [/home/dev/Documents/Dev/Tradingview] git rev-parse --show-toplevel --git-dir --git-common-dir --show-superproject-working-tree • completed
2026-05-15 18:52:40.088 [info] [         23ms] [/home/dev/Documents/Dev/Tradingview] git for-each-ref --format=%1E%(HEAD)%1D%(refname)%1D%(upstream)%1D%(upstream:track)%1D%(objectname)%1D%(committerdate:iso8601)%1D%(worktreepath)%1D refs/heads/ refs/remotes/ • completed
2026-05-15 18:52:40.098 [info] [         32ms] [/home/dev/Documents/Dev/Tradingview] git rev-parse --show-toplevel --git-dir --git-common-dir --show-superproject-working-tree • completed
